tab,src_row,matched_id,stump_title,new_title,new_body,tier,codes_raw,codes_resolved,codes_unknown
Service Knowledge — EV Hybrid,6,ccd8b035-260f-437f-9cc0-74f3fdc3c088,"**CHARGE PORT CLEANING — A $30-50 SERVICE MOST CUSTOMERS DON'T KNOW EXISTS.** Charge port contacts accumulate dirt, dust, and grime that impedes charging efficiency. **MOC's patent-pending Charge Port",CHARGE PORT CLEANING — A $30-50 SERVICE MOST CUSTOMERS DON'T KNOW EXISTS.,Charge port cleaning — $30-50 service no one else offers.,generic,CPC-051,CPC-051,
Service Knowledge — EV Hybrid,7,8bc3a730-33ef-4e6f-a048-69f7df7087d8,**RODENT DETERRENT — THE MOST OVERLOOKED EV SERVICE.** EVs are uniquely vulnerable to rodent damage because: (1) **No warm engine to deter rodents** — historically engine heat kept rodents away; (2) *,RODENT DETERRENT — THE MOST OVERLOOKED EV SERVICE.,"$25 prevents $3,000-$10,000 in wiring damage. Pitch every EV.",generic,RDD-052,RDD-052,
Service Knowledge — EV Hybrid,8,f130f684-fdd8-47db-8aac-674dbbb03de5,"**THE 12V BATTERY STILL EXISTS ON EVERY EV — FAILURE CAUSES TOTAL LOCKOUT.** Most EV owners don't even know their vehicle has a 12V battery. The 12V battery (typically AGM) powers the infotainment, do",THE 12V BATTERY STILL EXISTS ON EVERY EV — FAILURE CAUSES TOTAL LOCKOUT.,Did you know your EV has a 12V battery? Test annually.,generic,BAT-033,BAT-033,
Service Knowledge — EV Hybrid,9,a38ff65d-9d62-4a98-90fb-8f41ed603fde,"**EV TIRES WEAR FASTER — INSTANT TORQUE + BATTERY WEIGHT = MORE FREQUENT REPLACEMENTS.** Per existing Product Knowledge — Tires R102, R205, R86: instant electric torque + battery weight (typically 1,0",EV TIRES WEAR FASTER — INSTANT TORQUE + BATTERY WEIGHT = MORE FREQUENT REPLACEMENTS.,EV tires wear faster. Rotate more often. Bridgestone Turanza EV / Continental Tesla OE.,generic,TRO-022 AAR-024,TRO-022,AAR-024
Service Knowledge — EV Hybrid,10,ef3202f5-10bf-4e3e-ab13-05c9b730f272,**BRAKE FLUID STILL REQUIRED ON EVs — REGEN REDUCES PAD WEAR BUT DOESN'T ELIMINATE FLUID DEGRADATION.** Per existing Service Knowledge — Brake Fluid R12 honest disclosure. DOT 3/4 brake fluid still ab,BRAKE FLUID STILL REQUIRED ON EVs — REGEN REDUCES PAD WEAR BUT DOESN'T ELIMINATE FLUID DEGRADATION.,EVs still need brake fluid. Every 2 years. MOC Ultra DOT 5.1.,generic,BFF-012,BFF-012,
Service Knowledge — EV Hybrid,11,af372032-5fa0-42b3-a4c4-e4a40ec3545a,"**A/C STILL REQUIRES SERVICE — POE OIL ONLY ON ELECTRIC COMPRESSORS, NEVER PAG.** Cross-contamination causes electrical short circuits in electric compressor windings. Toyota Hybrid (Prius, Camry Hybr","A/C STILL REQUIRES SERVICE — POE OIL ONLY ON ELECTRIC COMPRESSORS, NEVER PAG.",EV/Hybrid A/C = POE only. NEVER PAG. Cabin filter still applies.,generic,ACR-047 CAF-002,ACR-047 CAF-002,
Service Knowledge — EV Hybrid,12,8961e3d3-1635-4201-83a0-105710334939,**BATTERY COOLING FLUID DOES NEED SERVICE ON MOST APPLICATIONS — REGARDLESS OF 'LIFETIME' CLAIMS.** EVs use coolant for traction battery thermal management — separate loop from any combustion engine c,BATTERY COOLING FLUID DOES NEED SERVICE ON MOST APPLICATIONS — REGARDLESS OF 'LIFETIME' CLAIMS.,EV battery coolant needs service. Lifetime claims = mostly myth. MOC Protect PN 04441.,generic,CLF-010,CLF-010,
Service Knowledge — EV Hybrid,17,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile (Model 3/Y Standard); 8-year/120,000-mile (Long Range); 8-year/150,000-mile ",Tesla 8 years / 100K-150K + 70% retention.,generic,,,
Service Knowledge — EV Hybrid,18,,,SERVICE POSITION: Tesla famously claims 'EVs require no scheduled maintenance' — the actual reality is more nuanced.,Tesla still needs service. Annual caliper in cold/coastal.,generic,,,
Service Knowledge — EV Hybrid,19,,,Tesla Model 3/Y has 'lifetime' coolant claims THAT HAVE BEEN WALKED BACK.,Tesla lifetime = walkback. Cybertruck 48V = different. Charge port cleaning = upsell.,generic,CPC-051,CPC-051,
Service Knowledge — EV Hybrid,20,,,"Common Tesla issues: 12V battery failures (frequent — many Tesla customers don't know they have one), MCU/MCU2 failures,",Tesla 12V = annual test. Big customer education opportunity.,generic,,,
Service Knowledge — EV Hybrid,22,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile on F-150 Lightning, Mustang Mach-E, E-Transit.",Ford EV 8/100K. Still has service intervals.,generic,,,
Service Knowledge — EV Hybrid,23,,,"F-150 Lightning, Mustang Mach-E use single-speed reduction gearboxes — no transmission service required.",Ford EV = POE oil. Cabin filter 20K. Brake fluid 2yr.,generic,,,
Service Knowledge — EV Hybrid,24,,,"The F-150 Lightning has dual battery pack options (98 kWh standard, 131 kWh extended) with thermal management requiring ",Lightning = 98/131 kWh. Battery coolant = Motorcraft Specialty Orange.,zero,,,
Service Knowledge — EV Hybrid,25,,,"Common Ford EV issues: charge port contactor wear (perfect MOC PN 1097 application), infotainment lockups, 12V battery f",Ford EV 12V = annual test. Charge port = upsell.,generic,BAT-033 CPC-051,BAT-033 CPC-051,
Service Knowledge — EV Hybrid,27,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile on Bolt, Silverado EV, Hummer EV, Lyriq, Equinox EV, Blazer EV.",GM EV 8/100K. Still has scheduled service.,generic,,,
Service Knowledge — EV Hybrid,28,,,GM EVs use Ultium platform (most current applications) with proprietary battery cooling.,GM EV = POE oil. Honda Prologue = GM platform. Caliper corrosion in cold/coastal.,generic,,,
Service Knowledge — EV Hybrid,29,,,"The Hummer EV has unique service procedures due to off-road capability and sheer size (9,000+ lbs).",Hummer EV = special. GM has charging app.,zero,,,
Service Knowledge — EV Hybrid,30,,,"Common GM EV issues: charge cord port wear (perfect MOC PN 1097 application), infotainment issues, 12V battery failures.",GM EV 12V = annual test. Charge port = upsell.,generic,BAT-033 CPC-051,BAT-033 CPC-051,
Service Knowledge — EV Hybrid,32,,,"DRIVE BATTERY WARRANTY: 10-year/150,000-mile on hybrid battery — longest in industry alongside Hyundai/Kia.",Toyota Hybrid 10/150K. Lexus same. bZ4X 8/100K.,generic,,,
Service Knowledge — EV Hybrid,33,,,Toyota's hybrid lineup is the dominant service driver — pure EV (bZ4X) has minimal scheduled service.,Toyota Hybrid POE only. Hybrid 12V = SMALLER. Confirm part on every RO.,generic,,,
Service Knowledge — EV Hybrid,34,,,The bZ4X uses heat pump A/C for both cooling AND heating — different from conventional A/C service.,bZ4X = heat pump. Toyota lifetime = walkback.,zero,,,
Service Knowledge — EV Hybrid,35,,,"Common Toyota Hybrid issues: hybrid battery degradation (post-warranty), 12V battery failures, A/C compressor sensor iss",Toyota Hybrid still needs maintenance. Confirm part on every RO.,generic,,,
Service Knowledge — EV Hybrid,37,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile on hybrid and EV applications.",Honda EV/Hybrid 8/100K.,generic,,,
Service Knowledge — EV Hybrid,38,,,"Honda Hybrid models (Accord Hybrid, CR-V Hybrid, Insight) use Honda i-MMD hybrid system with electric A/C compressors an",Honda Hybrid POE only. i-MMD. Hybrid 12V = smaller.,generic,,,
Service Knowledge — EV Hybrid,39,,,"The Honda Prologue and Acura ZDX EVs use GM Ultium platform — service procedures follow GM EV protocols, NOT Honda.",Honda Prologue / Acura ZDX = GM platform. NOT Honda parts.,generic,,,
Service Knowledge — EV Hybrid,40,,,"Common Honda Hybrid issues: hybrid battery cell degradation (post-warranty), A/C compressor failures.","Honda Hybrid history = IMA had issues, i-MMD better. Future = 0 Series 2026.",zero,,,
Service Knowledge — EV Hybrid,42,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile on Pacifica Hybrid, FIAT 500e, Charger Daytona EV.",Stellantis EV 8/100K. Late to EV.,generic,,,
Service Knowledge — EV Hybrid,43,,,The Pacifica Hybrid uses unique eFlite hybrid transmission with specific service requirements (cross-references Service ,Pacifica Hybrid = eFlite. Charger Daytona EV = simulated V8 sound.,generic,,,
Service Knowledge — EV Hybrid,44,,,Pacifica Hybrid's battery thermal management uses specific coolant requirements.,Pacifica Hybrid 16 kWh. LG cells. Jeep / Ram EVs coming.,zero,,,
Service Knowledge — EV Hybrid,45,,,"Common Stellantis Hybrid issues: hybrid system module failures, 12V battery issues.","Stellantis EVs = no belt, no plugs, no throttle. Pacifica Hybrid still has gas-side service.",zero,,,
Service Knowledge — EV Hybrid,47,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile on Solterra EV.",Subaru EV 8/100K.,generic,,,
Service Knowledge — EV Hybrid,48,,,The Solterra EV is a Toyota bZ4X twin — service procedures follow Toyota EV protocols (cross-references Battery R76 — Pr,Solterra = Toyota bZ4X. Crosstrek Hybrid = limited-market.,generic,,,
Service Knowledge — EV Hybrid,49,,,"Subaru's outdoor-adventure customer base is uniquely susceptible to rodent intrusion (camping, garage parking) — MOC Ban","Subaru = camping / garage = rodent target. Banish = $25 vs $3,000-$10,000.",generic,RDD-052,RDD-052,
Service Knowledge — EV Hybrid,50,,,Subaru is investing in its own EV platform development (separate from the Toyota partnership) for future (cross-referenc,Subaru future EVs coming. 200K longevity = consistent service.,zero,,,
Service Knowledge — EV Hybrid,52,,,"DRIVE BATTERY WARRANTY: 10-year/100,000-mile on Ioniq 5/6, EV6, EV9, Genesis EVs — among the best in the industry.",H/K EV 10/100K. Best in class.,generic,,,
Service Knowledge — EV Hybrid,53,,,"The Ioniq 5/6, EV6, EV9 use E-GMP platform with 800V architecture — fastest charging in the segment.",H/K EV = 800V. Ioniq 5 N / EV6 GT = performance.,generic,,,
Service Knowledge — EV Hybrid,54,,,"Common Hyundai/Kia EV issues: integrated charging unit (ICCU) failures, ICCU recalls on legacy production.",H/K EV = ICCU known issue. H/K Hybrid = POE only.,zero,,,
Service Knowledge — EV Hybrid,55,,,"The Tucson, Sportage, Sorento, Santa Fe Hybrid, and Niro Hybrid use 1.49 kWh lithium-ion hybrid batteries (cross-referen",H/K Hybrid 1.49 kWh. Cabin filter 15-22.5K severe.,zero,,,
Service Knowledge — EV Hybrid,57,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile on Leaf, Ariya.",Nissan = EV pioneer. Leaf since 2010.,generic,,,
Service Knowledge — EV Hybrid,58,,,The Nissan Leaf is one of the longest-running production EVs (since 2010) — world's first mass-market lithium-ion EV (cr,Older Leaf = degradation. Air-cooled = hot climate problem.,generic,,,
Service Knowledge — EV Hybrid,59,,,The Nissan Ariya uses CMF-EV platform with single-speed reduction gear.,Ariya = POE. Heat pump = different service.,generic,,,
Service Knowledge — EV Hybrid,60,,,"Common Leaf issues: battery degradation, 12V battery failures, infotainment lockups.",Older Leaf = CHAdeMO going away. Infiniti EVs coming.,zero,,,
Service Knowledge — EV Hybrid,62,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile on MX-30 EV, CX-90 PHEV, CX-70 PHEV.",Mazda EV 8/100K. Limited presence.,generic,,,
Service Knowledge — EV Hybrid,63,,,The MX-30 EV has limited US availability — primarily California and West Coast.,MX-30 = CA only. CX-90 PHEV = 26-mile EV.,generic,MX-30 CX-90,,MX-30 CX-90
Service Knowledge — EV Hybrid,64,,,Mazda's i-stop start-stop system on hybrid applications causes more thermal cycling.,Mazda i-stop = thermal cycling. Rotary range extender = Japan/Europe only.,zero,,,
Service Knowledge — EV Hybrid,66,,,"DRIVE BATTERY WARRANTY: 10-year/155,000-mile (250,000 km) on EQS, EQE, EQB, EQS SUV — among the longest in the industry ",Mercedes EV 10/155. Industry-leading.,generic,,,
Service Knowledge — EV Hybrid,67,,,"The EQ lineup uses Mercedes' EVA architecture (EQS, EQE) and shared platform (EQB, EQA).",Mercedes EQ = 400V. AMG EV = high-output. Heat pump A/C.,zero,,,
Service Knowledge — EV Hybrid,68,,,"Mercedes EV cabin filter recommended at 20,000 miles — carbon-impregnated filters standard (cross-references Service Kno",Mercedes EV = carbon cabin filter. MB-Approved required.,generic,,,
Service Knowledge — EV Hybrid,70,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile on i4, iX, i5, i7, iX3.",BMW EV 8/100K. CBS prompts you.,generic,,,
Service Knowledge — EV Hybrid,71,,,"The i4, iX, i5, i7, iX3 use BMW's eDrive technology with single-speed reduction gear.",BMW EV = eDrive. M EV = high-output. MINI / Rolls = BMW-derived.,generic,,,
Service Knowledge — EV Hybrid,72,,,The upcoming BMW Neue Klasse platform (launching with the iX3 in 2026) will use round cells with 20% higher energy densi,BMW Neue Klasse = 2026. NACS adapter = Tesla Supercharger access.,zero,,,
Service Knowledge — EV Hybrid,74,,,"DRIVE BATTERY WARRANTY: 8-year/100,000-mile on ID.4, ID.Buzz, Q4/Q6/Q8 e-tron, e-tron GT.",VW/Audi EV 8/100K.,generic,,,
Service Knowledge — EV Hybrid,75,,,"The ID.4, ID.Buzz, Q4 e-tron use MEB platform with 400V architecture.",VW/Audi MEB = 400V (ID.4). PPE = 800V (Q6/Q8). POE oil only.,generic,,,
Service Knowledge — EV Hybrid,76,,,"Common VW/Audi EV issues: ID.Software updates required, 12V battery failures, charge port contactor wear (perfect MOC PN",VW/Audi EV = ID.Software updates. NACS coming 2025-2026.,zero,CPC-051,CPC-051,
Service Knowledge — EV Hybrid,81,,,Position: Hybrid-focused with LIMITED pure-EV products.,BG = hybrid-focused. No EV-specific equivalent to MOC.,zero,,,
Service Knowledge — EV Hybrid,82,,,"BG's established service ecosystem continues to apply to the ICE side of hybrid applications including transmission, fue",BG = covers hybrid gas side.,zero,,,
Service Knowledge — EV Hybrid,83,,,Field-proven hybrid technology service.,BG covers all hybrid OEMs on gas side.,zero,,,
Service Knowledge — EV Hybrid,85,,,Position: Limited EV-specific product line.,Wynn's = fuel/trans focus. Limited EV.,zero,,,
Service Knowledge — EV Hybrid,86,,,Wynn's has been around since 1939.,"Wynn's = old brand, slow EV adaptation.",zero,,,
Service Knowledge — EV Hybrid,87,,,Battery cooling system services use Wynn's traditional cooling system products applied to hybrid battery cooling applica,Wynn's = covers hybrid battery cooling.,zero,,,
Service Knowledge — EV Hybrid,89,,,Position: Limited EV-specific products.,Bardahl = fuel/engine focus. Limited EV.,zero,,,
Service Knowledge — EV Hybrid,90,,,"Motorsport heritage including Bardahl-sponsored vehicles — motorsport is increasingly EV-focused (Formula E, Extreme E) ",Bardahl = motorsport heritage but slow on EV.,zero,,,
Service Knowledge — EV Hybrid,91,,,OEM-compatible chemistry across hybrid applications addresses the conventional engine side of these vehicles.,Bardahl = covers hybrid gas side.,zero,,,
Service Knowledge — EV Hybrid,95,7a5666cf-31d8-4eaa-87c2-19b151ea4bae,Position: **MOC HAS THE FEWEST EV-SPECIFIC PRODUCTS BUT THE MOST INNOVATIVE.** Two specifically EV-relevant products: Charge Port Cleaner (PN 1097) — patent-pending and unique in the chemical company,Position: MOC HAS THE FEWEST EV-SPECIFIC PRODUCTS BUT THE MOST INNOVATIVE.,MOC = 2 EV products + broader catalog. Motorcraft = Ford OE.,generic,CPC-051 RDD-052,CPC-051 RDD-052,
Service Knowledge — EV Hybrid,96,b3c18eb8-5155-43f8-877a-82ce4e4bbf98,"**Charge Port Cleaner (PN 1097, 2 oz aerosol with brush adapters PN 71372 and PN 71373) — PATENT PENDING.** Non-flammable cleaner specifically formulated for EV/hybrid charge ports and charging cables","Charge Port Cleaner (PN 1097, 2 oz aerosol with brush adapters PN 71372 and PN 71373) — PATENT PENDING.",MOC PN 1097 = patent-pending. Charge port cleaning. No competitor has it.,generic,CPC-051,CPC-051,
Service Knowledge — EV Hybrid,97,ffcee7b6-f229-402e-8b25-7adf2d8277e9,"**Banish — Rodent Deterrent (PN 0160, 8 oz spray bottle case of 12 / 1 gallon refill case of 4).** Formulated with essential oils that deliver a smell and taste developed to deter mice, rats, and othe","Banish — Rodent Deterrent (PN 0160, 8 oz spray bottle case of 12 / 1 gallon refill case of 4).","MOC PN 0160 Banish = $25 prevents $3,000-$10,000 wiring damage. EVERY EV customer.",generic,RDD-052,RDD-052,
Service Knowledge — EV Hybrid,98,d16825ca-2a53-4d03-befe-f552a0ab9133,"**THE BROADER MOC CATALOG APPLIES TO EV SERVICE.** Electric A/C compressor systems still need lubricant service — **A/C Quiet MAX (PN 0136)** is universally compatible with R-12, R-134a, and R-1234yf.",THE BROADER MOC CATALOG APPLIES TO EV SERVICE.,"MOC catalog covers EVs: A/C Quiet MAX, Ultra DOT 5.1, EV-HEV Brake Service, Protect.",zero,,,
Service Knowledge — EV Hybrid,99,b4bf7cce-304d-46f4-b842-393660052919,"**MOC IS ONE OF THE FEW ESTABLISHED CHEMICAL COMPANIES WITH EV-SPECIFIC INNOVATION.** Most established players (BG, Wynn's, Bardahl) are still working out their EV product lines. **The Charge Port Cle",MOC IS ONE OF THE FEW ESTABLISHED CHEMICAL COMPANIES WITH EV-SPECIFIC INNOVATION.,MOC = only chemistry brand with EV-specific innovation. Real advantage.,generic,,,
Service Knowledge — EV Hybrid,103,ee5a6e2f-228a-4021-80ae-d8a5d8b31a2f,"Strategy 1: The 'Education First, Sale Second' Opening. Mitch's anchor framing for EV customers: 'You bought an EV and the salesperson probably told you it doesn't need maintenance. That's mostly true","Strategy 1: The 'Education First, Sale Second' Opening.",Education first. Then pitch.,generic,,,
Service Knowledge — EV Hybrid,104,7966bb06-a1be-42b1-9ac8-01f49fbfdaf0,Strategy 2: The Patent-Pending Charge Port Cleaner Pitch (CPC-051). 'Did you know your charge port has been collecting dirt and grime since you bought the car? It impedes charging efficiency. We have,Strategy 2: The Patent-Pending Charge Port Cleaner Pitch (CPC-051).,Charge port cleaner = patent-pending. Only we have it. $30-50.,generic,CPC-051,CPC-051,
Service Knowledge — EV Hybrid,105,590e4441-956f-4df7-8ca8-bd9c368f8d80,Strategy 3: The Banish Rodent Deterrent Pitch (RDD-052). 'EVs have a unique problem you might not know about. Your car has no warm engine — historically that kept rodents away. Now your car is just a,Strategy 3: The Banish Rodent Deterrent Pitch (RDD-052).,"Banish = $25 vs $3,000-$10,000. Every EV customer.",generic,RDD-052,RDD-052,
Service Knowledge — EV Hybrid,106,ba37eb27-45f4-4ad5-9a74-76b85c719ee7,Strategy 4: The 12V Battery Education Sale (preserved from existing Product Knowledge — Battery Strategy 3 R233). 'Did you know your EV still has a 12V battery? It's the same one that's in a gas car.,Strategy 4: The 12V Battery Education Sale (preserved from existing Product Knowledge — Battery Strategy 3 R233).,EV 12V = annual test. Free inspection. High conversion.,generic,BAT-033,BAT-033,
Service Knowledge — EV Hybrid,107,e97678ed-4986-4453-afca-cb11aaca39d5,Strategy 5: The 'EV Tires Wear Faster' Conversation (preserved from Product Knowledge — Tires R205). 'EVs wear tires significantly faster than gas counterparts due to instant torque + battery weight.,Strategy 5: The 'EV Tires Wear Faster' Conversation (preserved from Product Knowledge — Tires R205).,EV tires wear faster. Rotate more often.,generic,TRO-022 AAR-024,TRO-022,AAR-024
